database_id,target_id,comparator_id,analysis_id,covariate_id,coefficient
optum_extended_dod,1,2,3,0,1.1385456042930377
optum_extended_dod,1,2,3,2010006,1.1069028007213275
optum_extended_dod,1,2,3,2011006,0.8363731036426842
optum_extended_dod,1,2,3,2012006,0.6271952365303348
optum_extended_dod,1,2,3,2003,0.607061420051512
optum_extended_dod,1,2,3,2014006,0.5721184578158659
optum_extended_dod,1,2,3,3003,0.5492765903277939
optum_extended_dod,1,2,3,2721600802,-0.5366481297473715
optum_extended_dod,1,2,3,2013006,0.5344180557216532
optum_extended_dod,1,2,3,254761212,-0.42769376441888607
optum_extended_dod,1,2,3,2015006,0.39989678411851765
optum_extended_dod,1,2,3,2021006,-0.3883313224936163
optum_extended_dod,1,2,3,1904,-0.36779680627542843
optum_extended_dod,1,2,3,2016006,0.30326245498814625
optum_extended_dod,1,2,3,38003289804,0.25066189434007136
optum_extended_dod,1,2,3,441488804,-0.2370309826791047
optum_extended_dod,1,2,3,30014902710,-0.23370946386536207
optum_extended_dod,1,2,3,1592085410,0.2291232690549697
optum_extended_dod,1,2,3,4003,0.22553917113764047
optum_extended_dod,1,2,3,2314323502,-0.2025716603485705
optum_extended_dod,1,2,3,967823413,0.19573784163690078
optum_extended_dod,1,2,3,2313722502,0.19157760011950037
optum_extended_dod,1,2,3,21604825413,0.18138434277680598
optum_extended_dod,1,2,3,317898210,-0.17823115509064705
optum_extended_dod,1,2,3,2514414504,0.1771912707755094
optum_extended_dod,1,2,3,3005673702,-0.1760257302273566
optum_extended_dod,1,2,3,1101554412,-0.1715858309028744
optum_extended_dod,1,2,3,312648210,-0.16779252711083012
optum_extended_dod,1,2,3,2212460702,-0.1654458436067036
optum_extended_dod,1,2,3,22128872710,-0.16488508344495126
optum_extended_dod,1,2,3,2108114502,-0.16257768323975988
optum_extended_dod,1,2,3,2017006,0.16193709076537297
optum_extended_dod,1,2,3,4297361212,-0.1599788739390926
optum_extended_dod,1,2,3,5003,0.15636226134279016
optum_extended_dod,1,2,3,438688210,-0.15423329002330663
optum_extended_dod,1,2,3,2313992502,-0.15358861995710987
optum_extended_dod,1,2,3,2313814502,-0.15274212993514502
optum_extended_dod,1,2,3,2212443702,0.1494233025893924
optum_extended_dod,1,2,3,141693804,0.1493423492484537
optum_extended_dod,1,2,3,2211512502,-0.14549520069752683
optum_extended_dod,1,2,3,38003273802,0.1445335885548171
optum_extended_dod,1,2,3,2020006,-0.14316025552910439
optum_extended_dod,1,2,3,1539403410,0.1425458967131307
optum_extended_dod,1,2,3,2019006,0.14208907551065278
optum_extended_dod,1,2,3,2213127702,-0.1369761723039911
optum_extended_dod,1,2,3,319844212,0.13536932870873233
optum_extended_dod,1,2,3,254761210,-0.1340810027137694
optum_extended_dod,1,2,3,1901,-0.13399768408330473
optum_extended_dod,1,2,3,2514520502,-0.1337141965778503
optum_extended_dod,1,2,3,40756950504,0.13290609992540336
optum_extended_dod,1,2,3,1558242410,0.13252598012540243
optum_extended_dod,1,2,3,2106527502,-0.12906991619957173
optum_extended_dod,1,2,3,2313883502,-0.127377992595715
optum_extended_dod,1,2,3,2720559802,0.12723379813735683
optum_extended_dod,1,2,3,45768449212,0.1257803861679602
optum_extended_dod,1,2,3,2211506504,0.12536195551229692
optum_extended_dod,1,2,3,45766222802,0.12242802694614553
optum_extended_dod,1,2,3,2211339504,0.12165341042349771
optum_extended_dod,1,2,3,2514413504,0.12164607586737484
optum_extended_dod,1,2,3,2212166702,-0.12145684125624945
optum_extended_dod,1,2,3,37310258702,-0.1197022519139952
optum_extended_dod,1,2,3,38003279804,0.11908254188362352
optum_extended_dod,1,2,3,437264210,0.11904535821647624
optum_extended_dod,1,2,3,915612502,-0.11802564165021288
optum_extended_dod,1,2,3,2212615702,-0.11687049016637248
optum_extended_dod,1,2,3,2212589702,-0.11661813583438337
optum_extended_dod,1,2,3,22123331710,0.11656510098363694
optum_extended_dod,1,2,3,2212639702,-0.1157211267467175
optum_extended_dod,1,2,3,30009051710,-0.11419813438747287
optum_extended_dod,1,2,3,4023310210,0.11386852111961755
optum_extended_dod,1,2,3,46236952702,0.11291996906800189
optum_extended_dod,1,2,3,4028741212,0.11234525808175329
optum_extended_dod,1,2,3,911735410,-0.11185374870043849
optum_extended_dod,1,2,3,1314321502,0.11168848763213204
optum_extended_dod,1,2,3,319034212,-0.11055890553759977
optum_extended_dod,1,2,3,1518148410,-0.10956519061785698
optum_extended_dod,1,2,3,45041063602,0.10837661213653174
optum_extended_dod,1,2,3,36717267210,-0.1070706219120008
optum_extended_dod,1,2,3,3046876702,-0.10699886579031372
optum_extended_dod,1,2,3,30206301710,0.10693099551956015
optum_extended_dod,1,2,3,4111409212,-0.10657994376195287
optum_extended_dod,1,2,3,2213187702,0.1059286880639359
optum_extended_dod,1,2,3,1526475412,-0.10496489401492871
optum_extended_dod,1,2,3,432791210,-0.10470182769579213
optum_extended_dod,1,2,3,780369410,-0.10399072982647388
optum_extended_dod,1,2,3,1510813412,-0.10347258287125045
optum_extended_dod,1,2,3,2414352802,-0.10303619518481695
optum_extended_dod,1,2,3,3013801704,0.10193722962394502
optum_extended_dod,1,2,3,2212345702,-0.10157859565258076
optum_extended_dod,1,2,3,442604210,-0.10134901793025965
optum_extended_dod,1,2,3,2212542702,-0.10105990164007983
optum_extended_dod,1,2,3,256449210,-0.10082470282205697
optum_extended_dod,1,2,3,2514459504,0.10022573917039494
optum_extended_dod,1,2,3,435642210,0.09987938448688226
optum_extended_dod,1,2,3,21605059410,-0.0996303553498042
optum_extended_dod,1,2,3,11007,-0.09936312326388938
optum_extended_dod,1,2,3,2212090704,0.09787877294561984
optum_extended_dod,1,2,3,201313210,-0.09773010626250665
optum_extended_dod,1,2,3,1123618410,-0.09704290486151233
optum_extended_dod,1,2,3,1510813410,-0.09654793993081376
optum_extended_dod,1,2,3,316822212,-0.09637699491502397
optum_extended_dod,1,2,3,12007,-0.0962964929625624
optum_extended_dod,1,2,3,4181965210,0.09592035099349329
optum_extended_dod,1,2,3,1136422410,-0.09588421225557983
optum_extended_dod,1,2,3,6003,0.09576335857051456
optum_extended_dod,1,2,3,36684319212,0.09505797495388224
optum_extended_dod,1,2,3,30092612710,-0.0949012498634224
optum_extended_dod,1,2,3,42738687502,-0.09440854886807344
optum_extended_dod,1,2,3,38003270804,0.09433554423014899
optum_extended_dod,1,2,3,2102214802,0.09311118053135777
optum_extended_dod,1,2,3,443454210,0.09276170870746418
optum_extended_dod,1,2,3,2720581802,0.09216778384592204
optum_extended_dod,1,2,3,2514458502,0.09198771514590007
optum_extended_dod,1,2,3,2101868802,0.09187913048818601
optum_extended_dod,1,2,3,8007,-0.09173913143567429
optum_extended_dod,1,2,3,4153882210,0.09161993339387714
optum_extended_dod,1,2,3,3015182702,0.09146450017679923
optum_extended_dod,1,2,3,9007,-0.091447605806058
optum_extended_dod,1,2,3,4005823802,0.09143136064691536
optum_extended_dod,1,2,3,792777410,-0.09122278149260214
optum_extended_dod,1,2,3,2514459502,0.09002934944697125
optum_extended_dod,1,2,3,1503297412,0.0898076382433625
optum_extended_dod,1,2,3,2212091702,-0.0894714959345991
optum_extended_dod,1,2,3,4228361210,-0.08930528525440454
optum_extended_dod,1,2,3,374009212,0.08921035947068984
optum_extended_dod,1,2,3,2313641502,-0.08916123081724048
optum_extended_dod,1,2,3,38003138804,0.0890399307736235
optum_extended_dod,1,2,3,2313654502,-0.0888956072269104
optum_extended_dod,1,2,3,2313819502,-0.08844298667653018
optum_extended_dod,1,2,3,21603114413,0.0883074613588065
optum_extended_dod,1,2,3,42536906802,-0.08823198336809933
optum_extended_dod,1,2,3,2313869502,-0.08810727101700572
optum_extended_dod,1,2,3,1786621413,0.08757003764763424
optum_extended_dod,1,2,3,30009052710,-0.08726932022968618
optum_extended_dod,1,2,3,1746940410,0.08711257687458951
optum_extended_dod,1,2,3,438398210,0.0864197597968788
optum_extended_dod,1,2,3,777221410,0.08624862542000898
optum_extended_dod,1,2,3,2213087704,-0.08610758546263007
optum_extended_dod,1,2,3,4247398802,0.08604675087703348
optum_extended_dod,1,2,3,2414394504,-0.08532829860316005
optum_extended_dod,1,2,3,441488802,-0.08488585020009333
optum_extended_dod,1,2,3,2212241702,0.08485337279773499
optum_extended_dod,1,2,3,30120301710,-0.08481712516407329
optum_extended_dod,1,2,3,2313819504,-0.08474687999457829
optum_extended_dod,1,2,3,2514408504,0.08440154252886142
optum_extended_dod,1,2,3,30233233710,-0.08393468078234
optum_extended_dod,1,2,3,920458410,-0.08376580751125234
optum_extended_dod,1,2,3,45178494602,0.08363023605912745
optum_extended_dod,1,2,3,2514437504,0.08349330245914299
optum_extended_dod,1,2,3,21600783410,-0.08339729220327205
optum_extended_dod,1,2,3,2313883504,-0.08226973029491798
optum_extended_dod,1,2,3,3053331702,0.08197825669497416
optum_extended_dod,1,2,3,4118020210,0.08176560520359209
optum_extended_dod,1,2,3,2102033804,-0.08170100645806325
optum_extended_dod,1,2,3,21600712410,0.08166067603535455
optum_extended_dod,1,2,3,10007,-0.08129315597431011
optum_extended_dod,1,2,3,317009210,-0.0812757463027221
optum_extended_dod,1,2,3,38003172802,0.08088635025425434
optum_extended_dod,1,2,3,30274872710,-0.08080513068694467
optum_extended_dod,1,2,3,372448212,-0.08041757983246617
optum_extended_dod,1,2,3,2313829502,0.08035820681554035
optum_extended_dod,1,2,3,2313967502,-0.07991560937099114
optum_extended_dod,1,2,3,38003260802,-0.07979588026091428
optum_extended_dod,1,2,3,313459210,-0.07977805787809088
optum_extended_dod,1,2,3,2514418502,-0.07937729300391462
optum_extended_dod,1,2,3,14003,-0.07882390185855183
optum_extended_dod,1,2,3,42742432802,-0.07878435519129698
optum_extended_dod,1,2,3,2212250702,-0.07875069749947189
optum_extended_dod,1,2,3,797617410,0.07856407176127755
optum_extended_dod,1,2,3,4152047702,0.07848457018287185
optum_extended_dod,1,2,3,4174707802,0.07804568400757567
optum_extended_dod,1,2,3,742267410,-0.07798120705867936
optum_extended_dod,1,2,3,3004327702,0.07749248823468616
optum_extended_dod,1,2,3,38003411804,0.0774468248299002
optum_extended_dod,1,2,3,955252410,-0.07735567888086375
optum_extended_dod,1,2,3,37311784212,0.0767706697082402
optum_extended_dod,1,2,3,2212615704,-0.07665265328395461
optum_extended_dod,1,2,3,2514400502,0.0766397946094534
optum_extended_dod,1,2,3,40756833504,0.07652188745517065
optum_extended_dod,1,2,3,4239381210,0.07633806074853404
optum_extended_dod,1,2,3,1903,-0.07600167014823922
optum_extended_dod,1,2,3,21605227410,0.0758207795550458
optum_extended_dod,1,2,3,317009212,-0.0756104829335435
optum_extended_dod,1,2,3,4120314210,0.07541142447770133
optum_extended_dod,1,2,3,1705674410,0.0753406308205197
optum_extended_dod,1,2,3,745466410,0.07477338724183878
optum_extended_dod,1,2,3,715939410,-0.07459523533084371
optum_extended_dod,1,2,3,440424210,0.07450213506708422
optum_extended_dod,1,2,3,30095961710,0.07441164941806186
optum_extended_dod,1,2,3,19127890412,0.07427602276273401
optum_extended_dod,1,2,3,8532001,-0.07406318924899549
optum_extended_dod,1,2,3,4136167210,-0.07399674527819002
optum_extended_dod,1,2,3,46257498504,0.07393855778424167
optum_extended_dod,1,2,3,2514573502,-0.07374277547849276
optum_extended_dod,1,2,3,2212996702,0.0736145044217578
optum_extended_dod,1,2,3,2211359504,0.07288232258094103
optum_extended_dod,1,2,3,21601136413,-0.07239500443095136
optum_extended_dod,1,2,3,2108546804,0.07103288744249586
optum_extended_dod,1,2,3,439224802,-0.07098169049583344
optum_extended_dod,1,2,3,4014829802,0.0709042650675784
optum_extended_dod,1,2,3,2617827804,-0.07085591768703307
optum_extended_dod,1,2,3,3010189702,0.07083672378258699
optum_extended_dod,1,2,3,21605032412,-0.07082718834109228
optum_extended_dod,1,2,3,38003041804,0.07082119180158156
optum_extended_dod,1,2,3,1902,-0.07058637254246727
optum_extended_dod,1,2,3,40661253802,0.07046575516596541
optum_extended_dod,1,2,3,2212418704,0.0704268268251108
optum_extended_dod,1,2,3,30201493710,0.07030537412823208
optum_extended_dod,1,2,3,2212189702,0.07030151212064242
optum_extended_dod,1,2,3,2617239704,0.07003247758964082
optum_extended_dod,1,2,3,133444210,-0.07001872993300136
optum_extended_dod,1,2,3,38003251802,0.07000282402050803
