"analysisId","targetId","outcomeId","comparatorId","targetName","comparatorName","nestingId","nestingName","outcomeName","type","targetEffectSize","oldOutcomeId","trueEffectSize","trueEffectSizeFirstExposure","mdrrTarget","mdrrComparator","stratum","logRr","seLogRr","ci95Lb","ci95Ub","method","comparative","nesting","firstExposureOnly","database","calLogRr","calSeLogRr","calCi95Lb","calCi95Ub","calP"
1,708298,4,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.01906914496665,1.05732816341572,"Inflammatory Bowel Disease",3.86423234159163,0.0753133830876328,41.1251897553194,55.2486474744218,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",2.3602498579949,0.71881709511981,3.2731191435655,54.7870927588759,6.41013212312042e-06
1,708298,10291,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.49662219424791,1.36515548169586,1.01881097350404,1.05660762299054,"Inflammatory Bowel Disease",4.24180625371619,0.0750696562231393,60.0196753631903,80.554991566085,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",2.84334589818949,0.765835711741747,4.99591042670493,100.548529271795,5.19902039600113e-08
1,708298,10292,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,1.99121819869689,1.71859956941613,1.01856795278635,1.05592032660213,"Inflammatory Bowel Disease",4.51317671200408,0.0749430734571948,78.7510008740905,105.642677948994,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",3.19060875558666,0.802027859021554,6.75841112682075,156.754244700817,9.70491253025684e-10
1,708298,10293,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,3.99560838855005,3.19056411055988,1.01768529689861,1.05341554153527,"Inflammatory Bowel Disease",5.18539748647523,0.0747439224982201,154.300513965878,206.829107080366,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",4.05075235967063,0.901606265875394,14.1936391424683,486.397181118821,7.64334534959319e-15
1,996416,4,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.07350269209899,1.13798563879624,"Inflammatory Bowel Disease",2.1997466467366,0.158890416370142,6.60830474779206,12.3192877053608,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",0.13197662276869,0.767252836230988,0.314977860573749,6.37461008207917,0.87544077986772
1,996416,10246,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.50267564460246,1.40130077566968,1.07305499894837,1.13712077960625,"Inflammatory Bowel Disease",2.42238629140739,0.157300355150744,8.28198985814394,15.3434599638767,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",0.412013703923589,0.789429850807405,0.404588830012214,8.93185580041735,0.5880164884191
1,996416,10247,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,2.00738599179536,1.68707684405622,1.0726093973624,1.13625879344145,"Inflammatory Bowel Disease",2.52754516856131,0.156659358547087,9.21192156945276,17.0234510869172,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",0.544224239677885,0.800248968614556,0.455222184128482,10.4850313239078,0.469248386424261
1,996416,10248,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,4.0256496724497,3.0884113078917,1.07097656724574,1.13310122760096,"Inflammatory Bowel Disease",3.07961375752704,0.154182375148789,16.0775173019346,29.423852645199,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",1.23858425213428,0.860816593903791,0.842369679960645,24.6013847359228,0.0929179965160793
1,1102527,4,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.03390410563149,1.05732816341572,"Inflammatory Bowel Disease",2.04238779113411,0.0546687620548236,6.92569900567674,8.58088105972034,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",-0.0747743462530403,0.742563857871693,0.268604136245429,4.93464255450094,0.894893516400043
1,1102527,10261,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.49858906422938,1.4923887927681,1.03375042561708,1.05706642676458,"Inflammatory Bowel Disease",2.42353770198728,0.0536648327015449,10.1589649570621,12.5374334013608,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",0.413998184058322,0.783624424789835,0.414100540384829,8.93614972171614,0.583302364722004
1,1102527,10263,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,3.9752323567373,3.8718947085755,1.03302172407394,1.05583035889568,"Inflammatory Bowel Disease",3.36556106481569,0.0523152488479011,26.1284578973024,32.0756465710993,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",1.62200373522318,0.897427621618065,1.19483789075418,40.2802854357255,0.0256507187252635
1,1102527,10262,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,1.99031968556837,1.96545481148644,1.03360151907125,1.05681710220504,"Inflammatory Bowel Disease",2.70061515543015,0.0531336568777979,13.4163632707799,16.523030726343,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",0.769335593786473,0.815184959179742,0.566407487153696,13.8325540551195,0.29671617852663
1,1524674,4,1512480,"zoledronic acid","Ibandronate",36416551,"Osteoporosis","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.14070905559222,1.12904076420837,"Inflammatory Bowel Disease",1.88454086467722,0.309825010761117,3.58692396905195,12.0828455951518,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",-0.278002078728546,0.799296389032298,0.188545321162252,4.3265367730868,0.708136238165071
1,1524674,10288,1512480,"zoledronic acid","Ibandronate",36416551,"Osteoporosis","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.50147889586782,1.47203895928562,1.14056015850815,1.12889193415517,"Inflammatory Bowel Disease",2.08980118055773,0.306010427588643,4.43723645932617,14.7253514603106,"CaseCrossover",FALSE,FALSE,FALSE,"PanTher",-0.0213985454549431,0.812928664252428,0.239473439893346,5.79681739205882,0.959519109628526
