"analysisId","targetId","outcomeId","comparatorId","targetName","comparatorName","nestingId","nestingName","outcomeName","type","targetEffectSize","oldOutcomeId","trueEffectSize","trueEffectSizeFirstExposure","mdrrTarget","mdrrComparator","stratum","logRr","seLogRr","ci95Lb","ci95Ub","method","comparative","nesting","firstExposureOnly","database","calLogRr","calSeLogRr","calCi95Lb","calCi95Ub","calP"
1,708298,4,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.01906914496665,1.05732816341572,"Inflammatory Bowel Disease",1.49978932958911,0.121348588883117,3.55560384923828,5.72133766484028,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",1.69549199953054,NA,1.11382456910829,NA,0.031486227319605
1,708298,10291,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.49662219424791,1.36515548169586,1.01881097350404,1.05660762299054,"Inflammatory Bowel Disease",2.57264085855168,0.118223533064856,10.4558066477799,16.6196414872096,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",3.11265206387881,NA,3.1406265888545,NA,7.07967666496693e-05
1,996416,4,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.07350269209899,1.13798563879624,"Inflammatory Bowel Disease",-0.333375822915486,0.132119085510217,0.556616894048477,0.934278430623707,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",-0.725977893781151,0.799753435996829,0.163350383284611,3.7551118344986,0.340820268459131
1,708298,10292,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,1.99121819869689,1.71859956941613,1.01856795278635,1.05592032660213,"Inflammatory Bowel Disease",3.07631073151909,0.115593154361772,17.3991221059761,27.3724378732433,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",3.77795534179746,NA,4.99759237391752,NA,1.34833322810433e-06
1,996416,10246,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.50267564460246,1.40130077566968,1.07305499894837,1.13712077960625,"Inflammatory Bowel Disease",-0.108335087413291,0.128848737078949,0.70192158462828,1.16316435597463,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",-0.428692979670032,0.875251801280825,0.209009559912764,6.45947941719908,0.566445031917937
1,708298,10293,965748,"Midazolam","Scopolamine",436962,"Insomnia","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,3.99560838855005,3.19056411055988,1.01768529689861,1.05341554153527,"Inflammatory Bowel Disease",4.13118965277164,0.111081263390399,50.42639338924,77.9404651206382,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",5.17137791089997,NA,12.6153671384331,NA,3.27200978423917e-11
1,996416,10247,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,2.00738599179536,1.68707684405622,1.0726093973624,1.13625879344145,"Inflammatory Bowel Disease",-0.0319508766899875,0.127755854823535,0.759544582058014,1.25327169635976,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",-0.327843182910829,0.904628796532514,0.227101498245568,7.87522289600024,0.656787990466345
1,996416,10248,989482,"Finasteride","Dutasteride",37119607,"Benign prostatic hyperplasia","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,4.0256496724497,3.0884113078917,1.07097656724574,1.13310122760096,"Inflammatory Bowel Disease",0.455847332866937,0.123405766916503,1.24842932210631,2.02511793054673,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",0.316525587485876,1.18664517192183,0.382447324083851,40.0608380054787,0.703088605152804
1,1102527,4,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.03390410563149,1.05732816341572,"Inflammatory Bowel Disease",1.07577689066493,0.080240332749564,2.5134088318908,3.44242531607238,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",1.13540879294251,NA,0.73769604703789,NA,0.147184963339988
1,1524674,4,1512480,"zoledronic acid","Ibandronate",36416551,"Osteoporosis","Inflammatory Bowel Disease","Exposure control",1,4,1,1,1.14070905559222,1.12904076420837,"Inflammatory Bowel Disease",-0.184232578692817,0.127844973980707,0.647481503471472,1.06873749148815,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",-0.528964291322715,0.847382947554282,0.19265419575393,5.33784326081178,0.482771845366392
1,1102527,10261,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.49858906422938,1.4923887927681,1.03375042561708,1.05706642676458,"Inflammatory Bowel Disease",1.33535848037291,0.0788523645706204,3.26755000558172,4.45103235711153,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",1.47829297381881,NA,0.958498691261351,NA,0.0580292724835819
1,1524674,10288,1512480,"zoledronic acid","Ibandronate",36416551,"Osteoporosis","Inflammatory Bowel Disease, RR=1.5","Exposure control",1.5,4,1.50147889586782,1.47203895928562,1.14056015850815,1.12889193415517,"Inflammatory Bowel Disease",0.135781048799073,0.117796988720678,0.910531745651355,1.44488422393653,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",-0.106261806327164,0.975962567650504,0.273343962405305,12.5369291946743,0.871882912805128
1,1524674,10289,1512480,"zoledronic acid","Ibandronate",36416551,"Osteoporosis","Inflammatory Bowel Disease, RR=2","Exposure control",2,4,1.99290660134085,1.95440162401584,1.14039017543821,1.12872458396648,"Inflammatory Bowel Disease",0.325482651986672,0.112400765294956,1.1131714019987,1.72947166179715,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",0.144324722442107,1.08184674874378,0.335216037581255,23.2843453635093,0.872131931772301
1,1102527,10263,965748,"Meperidine","Scopolamine",36803580,"Delivery","Inflammatory Bowel Disease, RR=4","Exposure control",4,4,3.9752323567373,3.8718947085755,1.03302172407394,1.05583035889568,"Inflammatory Bowel Disease",2.06753639441112,0.0765785861434259,6.82742992065976,9.21774888109286,"CohortMethod",TRUE,FALSE,TRUE,"PanTher",2.44544457043735,NA,1.96613456780607,NA,0.0016127945176628
