"outcomeId","cohortId","modelSettingsId","analysisId","devDatabase","populationSettingId","modelSettingId","covariateSettingId","modelSettingName","addExposureDaysToStart","riskWindowStart","addExposureDaysToEnd","riskWindowEnd","plpDataFolder","studyPopFile","plpResultFolder","cohortName","outcomeName"
14035,21684,9,184,"Optum Claims",3,1,2,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L3_T21684","./EhdenRaPredictionResults/StudyPop_L3_T21684_O14035_P3.rds","./EhdenRaPredictionResults/Analysis_184","[EHDEN RA] Female new users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of breast 1 dx"
14035,21684,7,140,"Optum Claims",3,1,1,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L1_T21684","./EhdenRaPredictionResults/StudyPop_L1_T21684_O14035_P3.rds","./EhdenRaPredictionResults/Analysis_140","[EHDEN RA] Female new users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of breast 1 dx"
14036,21684,9,186,"Optum Claims",3,1,2,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L3_T21684","./EhdenRaPredictionResults/StudyPop_L3_T21684_O14036_P3.rds","./EhdenRaPredictionResults/Analysis_186","[EHDEN RA] Female new users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of uterus 1 dx"
14036,21684,7,142,"Optum Claims",3,1,1,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L1_T21684","./EhdenRaPredictionResults/StudyPop_L1_T21684_O14036_P3.rds","./EhdenRaPredictionResults/Analysis_142","[EHDEN RA] Female new users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of uterus 1 dx"
14037,21683,9,187,"Optum Claims",3,1,2,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L3_T21683","./EhdenRaPredictionResults/StudyPop_L3_T21683_O14037_P3.rds","./EhdenRaPredictionResults/Analysis_187","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of colon and rectum 1 dx"
14037,21683,7,143,"Optum Claims",3,1,1,"Lasso Logistic Regression",0,365,0,1826,"./EhdenRaPredictionResults/PlpData_L1_T21683","./EhdenRaPredictionResults/StudyPop_L1_T21683_O14037_P3.rds","./EhdenRaPredictionResults/Analysis_143","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Persons with a Malignant neoplasm of colon and rectum 1 dx"
14038,21683,1,13,"Optum Claims",1,1,1,"Lasso Logistic Regression",0,1,0,730,"./EhdenRaPredictionResults/PlpData_L1_T21683","./EhdenRaPredictionResults/StudyPop_L1_T21683_O14038_P1.rds","./EhdenRaPredictionResults/Analysis_13","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Acute myocardial infarction events (in any visit)"
14038,21683,3,57,"Optum Claims",1,1,2,"Lasso Logistic Regression",0,1,0,730,"./EhdenRaPredictionResults/PlpData_L3_T21683","./EhdenRaPredictionResults/StudyPop_L3_T21683_O14038_P1.rds","./EhdenRaPredictionResults/Analysis_57","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Acute myocardial infarction events (in any visit)"
14041,21683,4,85,"Optum Claims",2,1,1,"Lasso Logistic Regression",0,1,0,90,"./EhdenRaPredictionResults/PlpData_L1_T21683","./EhdenRaPredictionResults/StudyPop_L1_T21683_O14041_P2.rds","./EhdenRaPredictionResults/Analysis_85","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Pancytopenia events using diagnoses and measurements"
14041,21683,6,129,"Optum Claims",2,1,2,"Lasso Logistic Regression",0,1,0,90,"./EhdenRaPredictionResults/PlpData_L3_T21683","./EhdenRaPredictionResults/StudyPop_L3_T21683_O14041_P2.rds","./EhdenRaPredictionResults/Analysis_129","[EHDEN RA] New users of methoxtrexate monotherapy used for PLP","[EHDEN RA] Pancytopenia events using diagnoses and measurements"
