"outcomeId","cohortId","modelSettingsId","analysisId","devDatabase","populationSettingId","modelSettingId","covariateSettingId","modelSettingName","addExposureDaysToStart","riskWindowStart","addExposureDaysToEnd","riskWindowEnd","plpDataFolder","studyPopFile","plpResultFolder","cohortName","outcomeName"
8208,8220,2,13,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L2_T8220_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_13","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Post operative infection events"
8208,8220,3,23,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L3_T8220_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_23","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Post operative infection events"
8208,8224,1,4,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8224","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L1_T8224_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_4","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Post operative infection events"
8208,8220,1,3,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L1_T8220_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_3","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Post operative infection events"
8208,8224,3,24,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8224","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L3_T8224_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_24","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Post operative infection events"
8208,8224,2,14,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8224","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L2_T8224_O8208.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_14","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Post operative infection events"
8209,8220,1,1,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L1_T8220_O8209.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_1","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Venous thromboembolism events"
8209,8220,2,11,"friendly database name","2","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L2_T8220_O8209.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_11","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Venous thromboembolism events"
8209,8220,3,21,"friendly database name","3","1","1","Lasso Logistic Regression",0,1,0,1826,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8220","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L3_T8220_O8209.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_21","[Oxford studyathon Day2] Patients with total knee replacement","[Oxford studyathon] Venous thromboembolism events"
8209,8224,1,2,"friendly database name","1","1","1","Lasso Logistic Regression",0,0,0,90,"./oxfordStudyathonNightRunDec2018ResultsMdcr/PlpData_L1_T8224","./oxfordStudyathonNightRunDec2018ResultsMdcr/StudyPop_L1_T8224_O8209.rds","./oxfordStudyathonNightRunDec2018ResultsMdcr/Analysis_2","[Oxford studyathon Day2] Patients with unicompartmental knee replacement","[Oxford studyathon] Venous thromboembolism events"
