"outcomeId","cohortId","modelSettingsId","analysisId","devDatabase","populationSettingId","modelSettingId","covariateSettingId","modelSettingName","addExposureDaysToStart","riskWindowStart","addExposureDaysToEnd","riskWindowEnd","plpDataFolder","studyPopFile","plpResultFolder","cohortName","outcomeName"
17078,18915,1,1001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18915","D:/CoverAgeResults/optumDod/StudyPop_L1_T18915_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_1","[COVID PLP training]  Persons with COVID without inpatient or intensive services, >365d prior observation and <50yo","[COVID19 ID28 v1] persons who die"
17078,18916,1,2001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18916","D:/CoverAgeResults/optumDod/StudyPop_L1_T18916_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_2","[COVID PLP training v2]  Persons with COVID without inpatient or intensive services, >365d prior observation and <50yo","[COVID19 ID28 v1] persons who die"
17078,18919,1,5001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18919","D:/CoverAgeResults/optumDod/StudyPop_L1_T18919_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_5","[COVID PLP training v5]  Persons with COVID without inpatient or intensive services, >365d prior observation and <18","[COVID19 ID28 v1] persons who die"
17078,18917,1,3001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18917","D:/CoverAgeResults/optumDod/StudyPop_L1_T18917_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_3","[COVID PLP training v3]  Persons with COVID without inpatient or intensive services, >365d prior observation and <30yo","[COVID19 ID28 v1] persons who die"
17078,18918,1,4001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18918","D:/CoverAgeResults/optumDod/StudyPop_L1_T18918_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_4","[COVID PLP training v4]  Persons with COVID without inpatient or intensive services, >365d prior observation and >18 and <50yo","[COVID19 ID28 v1] persons who die"
17078,18920,1,6001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18920","D:/CoverAgeResults/optumDod/StudyPop_L1_T18920_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_6","[COVID PLP training v6]  Persons with COVID without inpatient or intensive services, >365d prior observation and <18, female only","[COVID19 ID28 v1] persons who die"
17078,18921,1,7001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18921","D:/CoverAgeResults/optumDod/StudyPop_L1_T18921_O17078_P1.rds","D:/CoverAgeResults/optumDod/Analysis_7","[COVID PLP training v7]  Persons with COVID without inpatient or intensive services, >365d prior observation, between 18y and 50y, female only","[COVID19 ID28 v1] persons who die"
18892,18915,1,8001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18915","D:/CoverAgeResults/optumDod/StudyPop_L1_T18915_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_8","[COVID PLP training]  Persons with COVID without inpatient or intensive services, >365d prior observation and <50yo","COVER AGE O Inpatient or ER visit with no delivery"
18892,18917,1,10001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18917","D:/CoverAgeResults/optumDod/StudyPop_L1_T18917_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_10","[COVID PLP training v3]  Persons with COVID without inpatient or intensive services, >365d prior observation and <30yo","COVER AGE O Inpatient or ER visit with no delivery"
18892,18918,1,11001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18918","D:/CoverAgeResults/optumDod/StudyPop_L1_T18918_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_11","[COVID PLP training v4]  Persons with COVID without inpatient or intensive services, >365d prior observation and >18 and <50yo","COVER AGE O Inpatient or ER visit with no delivery"
18892,18919,1,12001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18919","D:/CoverAgeResults/optumDod/StudyPop_L1_T18919_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_12","[COVID PLP training v5]  Persons with COVID without inpatient or intensive services, >365d prior observation and <18","COVER AGE O Inpatient or ER visit with no delivery"
18892,18916,1,9001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18916","D:/CoverAgeResults/optumDod/StudyPop_L1_T18916_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_9","[COVID PLP training v2]  Persons with COVID without inpatient or intensive services, >365d prior observation and <50yo","COVER AGE O Inpatient or ER visit with no delivery"
18892,18921,1,14001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18921","D:/CoverAgeResults/optumDod/StudyPop_L1_T18921_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_14","[COVID PLP training v7]  Persons with COVID without inpatient or intensive services, >365d prior observation, between 18y and 50y, female only","COVER AGE O Inpatient or ER visit with no delivery"
18892,18920,1,13001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18920","D:/CoverAgeResults/optumDod/StudyPop_L1_T18920_O18892_P1.rds","D:/CoverAgeResults/optumDod/Analysis_13","[COVID PLP training v6]  Persons with COVID without inpatient or intensive services, >365d prior observation and <18, female only","COVER AGE O Inpatient or ER visit with no delivery"
19353,18915,1,15001,"optumDod",1,1,1,"Lasso Logistic Regression",0,0,0,30,"D:/CoverAgeResults/optumDod/PlpData_L1_T18915","D:/CoverAgeResults/optumDod/StudyPop_L1_T18915_O19353_P1.rds","D:/CoverAgeResults/optumDod/Analysis_15","[COVID PLP training]  Persons with COVID without inpatient or intensive services, >365d prior observation and <50yo","COVER AGE O Inpatient or ER visit"
