cohortId,targetId,targetName,strataId,strataName,cohortType
306,306,[KI-IBD] Persons with IBD with at least 365d prior observation,0,All,Target
307,307,[KI-IBD] Persons with IBD with no required prior observation,0,All,Target
308,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,0,All,Target
309,309,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation,0,All,Target
310,310,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation,0,All,Target
311,311,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation,0,All,Target
314,314,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation,0,All,Target
315,315,[KI-IBD] Persons with Crohn's disease with no required prior observation,0,All,Target
322,322,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation,0,All,Target
323,323,[KI-IBD] Persons with ulcerative colitis with no required prior observation,0,All,Target
306002002,306,[KI-IBD] Persons with IBD with at least 365d prior observation,200,without Pregnant women,TwoS
307002002,307,[KI-IBD] Persons with IBD with no required prior observation,200,without Pregnant women,TwoS
308002002,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,200,without Pregnant women,TwoS
309002002,309,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation,200,without Pregnant women,TwoS
310002002,310,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation,200,without Pregnant women,TwoS
311002002,311,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation,200,without Pregnant women,TwoS
314002002,314,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation,200,without Pregnant women,TwoS
315002002,315,[KI-IBD] Persons with Crohn's disease with no required prior observation,200,without Pregnant women,TwoS
322002002,322,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation,200,without Pregnant women,TwoS
323002002,323,[KI-IBD] Persons with ulcerative colitis with no required prior observation,200,without Pregnant women,TwoS
306002012,306,[KI-IBD] Persons with IBD with at least 365d prior observation,201,without Overweight,TwoS
307002012,307,[KI-IBD] Persons with IBD with no required prior observation,201,without Overweight,TwoS
308002012,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,201,without Overweight,TwoS
309002012,309,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation,201,without Overweight,TwoS
310002012,310,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation,201,without Overweight,TwoS
311002012,311,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation,201,without Overweight,TwoS
314002012,314,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation,201,without Overweight,TwoS
315002012,315,[KI-IBD] Persons with Crohn's disease with no required prior observation,201,without Overweight,TwoS
322002012,322,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation,201,without Overweight,TwoS
323002012,323,[KI-IBD] Persons with ulcerative colitis with no required prior observation,201,without Overweight,TwoS
306002022,306,[KI-IBD] Persons with IBD with at least 365d prior observation,202,without Underweight,TwoS
307002022,307,[KI-IBD] Persons with IBD with no required prior observation,202,without Underweight,TwoS
308002022,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,202,without Underweight,TwoS
309002022,309,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation,202,without Underweight,TwoS
310002022,310,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation,202,without Underweight,TwoS
311002022,311,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation,202,without Underweight,TwoS
314002022,314,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation,202,without Underweight,TwoS
315002022,315,[KI-IBD] Persons with Crohn's disease with no required prior observation,202,without Underweight,TwoS
322002022,322,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation,202,without Underweight,TwoS
323002022,323,[KI-IBD] Persons with ulcerative colitis with no required prior observation,202,without Underweight,TwoS
306002032,306,[KI-IBD] Persons with IBD with at least 365d prior observation,203,without Normal weight,TwoS
307002032,307,[KI-IBD] Persons with IBD with no required prior observation,203,without Normal weight,TwoS
308002032,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,203,without Normal weight,TwoS
309002032,309,[KI-IBD] Undetermined IBD (both type-specific codes) with no required prior observation,203,without Normal weight,TwoS
310002032,310,[KI-IBD] Undetermined IBD (no type-specific codes) with at least 365d prior observation,203,without Normal weight,TwoS
311002032,311,[KI-IBD] Undetermined IBD (no type-specific codes) with no required prior observation,203,without Normal weight,TwoS
314002032,314,[KI-IBD] Persons with Crohn's disease with at least 365d prior observation,203,without Normal weight,TwoS
315002032,315,[KI-IBD] Persons with Crohn's disease with no required prior observation,203,without Normal weight,TwoS
322002032,322,[KI-IBD] Persons with ulcerative colitis with at least 365d prior observation,203,without Normal weight,TwoS
323002032,323,[KI-IBD] Persons with ulcerative colitis with no required prior observation,203,without Normal weight,TwoS
306002042,306,[KI-IBD] Persons with IBD with at least 365d prior observation,204,without Prevalent obesity,TwoS
307002042,307,[KI-IBD] Persons with IBD with no required prior observation,204,without Prevalent obesity,TwoS
308002042,308,[KI-IBD] Undetermined IBD (both type-specific codes) with at least 365d prior observation,204,without Prevalent obesity,TwoS
